AA11,AA12,a,b,bn,bs,city,commid,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,mark,msg,note,p,parkmain,pimg,pu,punit,r,reid,s,sq,t,town,tp,tunit,type,unit,v
住,,汐止區福德一路００７１號十二樓#汐止區福德一路７１號十二樓,住宅大樓(11層含以上有電梯),生活大國,65.77%,F,VAhwbfScgHzDEYI61gUY4hvQss5zmvokDklTVTp7Ke8=,,113/07/06,有,,十二層/十六層,,27,1141,2,1,0,25.069023496218016,121.63881723425115,有,,總價/總面積,,"539,276",N,bt_05.png,住家用,1,96,,16.97,VAhwbfScgHzDEYI61gUY4hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"9,150,000",1,Biz,2,1房1廳1衛
住,,汐止區福德一路０１０８號七樓之９#汐止區福德一路１０８號七樓之９,住宅大樓(11層含以上有電梯),捷運喜來登一期,55.26%,F,wjSYDEXJG99agyfJBmVVxxvQss5zmvokDklTVTp7Ke8=,,113/07/22,有,,七層/十二層,,17,1142,1,1,0,25.067865383179452,121.6373046138541,有,,總價/總面積,陽台外推;,"630,463",N,bt_05.png,住家用,1,44,,12.05,wjSYDEXJG99agyfJBmVVxxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"7,600,000",1,Biz,2,1房1廳1衛
住,,汐止區保長路００５３號十一樓#汐止區保長路５３號十一樓,住宅大樓(11層含以上有電梯),益翔青庭,46.13%,F,kNX2yUl7TWd7Jqe3ZqxZjRvQss5zmvokDklTVTp7Ke8=,,113/07/26,有,63.39%,十一層/十五層,,5,1143,1,1,1,25.07879044556858,121.67381048348666,有,,總價/總面積,,"357,167",N,bt_05.png,住家用,1,44,,45.36,kNX2yUl7TWd7Jqe3ZqxZjRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"16,200,000",1,Biz,2,2房2廳2衛
住,,汐止區福德二路１３２巷０００３號４樓#汐止區福德二路１３２巷３號４樓,華廈(10層含以下有電梯),新台北人,59.97%,F,Kw5SAX49EeUws092fcfXahvQss5zmvokDklTVTp7Ke8=,200,113/07/20,有,,四層/八層,,27,1144,1,1,1,25.065375557356177,121.63052201595058,有,,總價/總面積,,"445,283",N,bt_06.png,住家用,1,56,,50.53,Kw5SAX49EeUws092fcfXahvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"22,500,000",1,Biz,2,2房2廳2衛
住,,汐止區水源路二段０３６巷００２３號９樓#汐止區水源路二段３６巷２３號９樓,住宅大樓(11層含以上有電梯),山青水秀山城之戀E棟,77.84%,F,S3JUJ5SJZKRmvlt9jNbyYRvQss5zmvokDklTVTp7Ke8=,,113/07/30,有,,九層/十六層,,30,1145,2,1,0,25.055989075611024,121.65495407493363,有,,總價/總面積,,"415,438",N,bt_05.png,住家用,1,50,,16.37,S3JUJ5SJZKRmvlt9jNbyYRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"6,800,000",1,Biz,2,1房1廳1衛
住,,汐止區中興路０１７３之２號四樓#汐止區中興路１７３之２號四樓,住宅大樓(11層含以上有電梯),隱馥玉,43.69%,F,c49wIzbuaAiMTGERsxGEvhvQss5zmvokDklTVTp7Ke8=,,113/07/11,有,55.20%,四層/十五層,,8,1146,1,1,1,25.066323465368363,121.63052686819564,有,,總價/總面積,陽台外推;,"496,387",N,bt_05.png,住家用,1,58,,39.49,c49wIzbuaAiMTGERsxGEvhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"19,600,000",1,Biz,2,3房2廳1衛
住,,汐止區民族五街００４０號六樓#汐止區民族五街４０號六樓,住宅大樓(11層含以上有電梯),班芙戀人,54.78%,F,z1RCtTqpyz/HI4maoRsGJRvQss5zmvokDklTVTp7Ke8=,,113/07/01,有,,六層/十二層,,18,1147,1,1,0,25.071494278297163,121.62891782293958,有,,總價/總面積,陽台外推;,"416,030",N,bt_05.png,住家用,1,70,,36.05,z1RCtTqpyz/HI4maoRsGJRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"15,000,000",1,Biz,2,3房2廳2衛
住,,汐止區康寧街４５９巷００５１號十九樓#汐止區康寧街４５９巷５１號十九樓,住宅大樓(11層含以上有電梯),上東城,40.01%,F,ZUSwbZEDN67RySRIBDBUmhvQss5zmvokDklTVTp7Ke8=,,113/07/24,有,,十九層/二十三層,,6,1148,1,1,1,25.06949200147451,121.63059264975806,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"326,717",N,bt_05.png,住家用,1,58,,10.10,ZUSwbZEDN67RySRIBDBUmhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"3,300,000",1,Biz,2,2房1廳1衛
,乙種建築用地,汐止區翠峰街００２巷００５弄００１６號#汐止區翠峰街２巷５弄１６號,透天厝,,,F,,,113/07/18,無,,全/二層,,43,1149,11,1,1,25.07739501830982,121.64447125144261,有,,總價/總面積,陽台外推;頂樓加蓋;其他增建;,,N,bt_02.png,住家用,1,109,,53.04,M6M4jL28Wlgsc5C/OHGkgxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"27,150,000",1,Biz,2,4房2廳3衛
住,,汐止區民權街二段００５６號２樓#汐止區民權街二段５６號２樓,公寓(5樓含以下無電梯),,93.07%,F,,,113/07/30,無,,二層/五層,,43,1150,5,1,0,25.04874932482962,121.6190102461733,無,,總價/總面積,,"420,155",N,bt_01.png,住家用,1,70,,29.75,AW0xcnq/2hBOexDPUiOZPBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,500,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區汐萬路二段２２８巷０１８弄００２７號７樓#汐止區汐萬路二段２２８巷１８弄２７號７樓,華廈(10層含以下有電梯),,45.78%,F,,,113/07/30,有,,七層/八層,,28,1151,1,1,1,25.09002187576857,121.64934552051604,有,,總價/總面積,,"196,304",N,bt_06.png,住家用,1,90,,35.66,SZhJIiKGAJFLJzpNtSqbsRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"7,000,000",1,Biz,2,2房1廳1衛
住,,汐止區０２３８之７號十四樓#汐止區新台五路二段２３８之７號十四樓,住宅大樓(11層含以上有電梯),活力Double陽光區,41.16%,F,nwToyJSrEXJuRtNK101X5xvQss5zmvokDklTVTp7Ke8=,,113/07/31,有,,十四層/十四層,,17,1152,4,1,1,25.065934820681793,121.67179744227042,有,,總價/總面積,陽台外推;,"292,383",N,bt_05.png,住家用,1,60,,43.44,nwToyJSrEXJuRtNK101X5xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"12,700,000",1,Biz,2,1房2廳1衛
住,,汐止區民族三街００５３號四樓#汐止區民族三街５３號四樓,公寓(5樓含以下無電梯),青青湖畔,83.78%,F,dlQ7CiIcZ9OlsYQfK2DxfBvQss5zmvokDklTVTp7Ke8=,,113/07/23,無,,四層/五層,,44,1153,1,1,0,25.069804026967955,121.6293948837267,無,,總價/總面積,其他增建;,"359,412",N,bt_01.png,住家用,1,55,,25.32,dlQ7CiIcZ9OlsYQfK2DxfBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"9,100,000",1,Biz,2,3房2廳1衛
住,,汐止區樟樹二路０３０１號９樓#汐止區樟樹二路３０１號９樓,住宅大樓(11層含以上有電梯),福邸龍門A區,53.26%,F,YgpQNF0DUTToRYVmsQe31RvQss5zmvokDklTVTp7Ke8=,150,113/07/17,有,,九層/十三層,,25,1154,1,1,1,25.070042987063456,121.64106265790974,有,,總價/總面積,陽台外推;,"416,284",N,bt_05.png,住家用,1,47,,46.12,YgpQNF0DUTToRYVmsQe31RvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"19,200,000",1,Biz,2,4房2廳2衛
,丙種建築用地,汐止區汐萬路一段４１８巷００３０號３樓#汐止區汐萬路一段４１８巷３０號３樓,公寓(5樓含以下無電梯),花園城堡,62.52%,F,vDnHVAA4MQMDbpAyOxjLsBvQss5zmvokDklTVTp7Ke8=,,113/07/20,無,,三層/五層,,25,1155,1,1,1,25.078804524559906,121.65041639738179,無,,總價/總面積,,"283,736",N,bt_01.png,住家用,1,39,,35.24,vDnHVAA4MQMDbpAyOxjLsBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,000,000",1,Biz,2,3房2廳2衛
住,,汐止區樟樹一路１１９巷００１８號５樓#汐止區樟樹一路１１９巷１８號５樓,公寓(5樓含以下無電梯),儷都花園,75.45%,F,o6Us6AXoG3G/IdP7pGV54hvQss5zmvokDklTVTp7Ke8=,,113/07/29,無,,五層/五層,,37,1156,1,1,0,25.064546043255753,121.64081599151872,無,,總價/總面積,頂樓加蓋，陽台有增建鐵鋁窗其他增建;,"364,949",N,bt_01.png,住家用,1,51,,33.43,o6Us6AXoG3G/IdP7pGV54hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,200,000",1,Biz,2,3房2廳2衛
,乙種建築用地,汐止區合順街０１８巷０３１弄００１５號#汐止區合順街１８巷３１弄１５號,透天厝,,,F,,,113/07/09,無,,全/二層,,53,1157,1,1,0,25.04241338924976,121.62076221874749,無,,總價/總面積,其他增建;,,N,bt_02.png,住家用,1,7,,20.20,PqECZIYZtjVbpCY/XTnDUxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,500,000",1,Biz,2,2廳2衛
6,,汐止區工建路０１２０號１８樓#汐止區工建路１２０號１８樓,住宅大樓(11層含以上有電梯),台北水都,52.61%,F,/DhBUhPBDIA6oZ9qL2GcVxvQss5zmvokDklTVTp7Ke8=,,113/07/15,有,68.58%,十八層/十八層,,27,1158,3,1,1,25.06406986732369,121.6381869341872,有,,總價/總面積,,"322,202",N,bt_05.png,住家用,1,95,,46.55,/DhBUhPBDIA6oZ9qL2GcVxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"15,000,000",1,Biz,2,2房2廳2衛
住,,汐止區福德一路００４１號十五樓#汐止區福德一路４１號十五樓,住宅大樓(11層含以上有電梯),生活大國,65.26%,F,MFj4YfIRDYEOu/A1+wBLqxvQss5zmvokDklTVTp7Ke8=,,113/07/29,有,,十五層/十六層,,27,1159,2,1,0,25.069023496218016,121.63881723425115,有,,總價/總面積,,"494,899",N,bt_05.png,住家用,1,96,,28.89,MFj4YfIRDYEOu/A1+wBLqxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"14,300,000",1,Biz,2,3房2廳2衛
住,,汐止區樟樹一路１５１巷０００１號#汐止區樟樹一路１５１巷１號,華廈(10層含以下有電梯),世貿親家,73.53%,F,/9SRxIGTrw5i8lwirdE/ChvQss5zmvokDklTVTp7Ke8=,,113/07/26,有,,一層/七層,,30,1160,1,1,0,25.06797093873521,121.6421421853886,有,,總價/總面積,,"364,949",N,bt_06.png,住家用,1,60,,30.14,/9SRxIGTrw5i8lwirdE/ChvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"11,000,000",1,Biz,2,2房1廳1衛
其他,,汐止區康寧街７５１巷０００９號４樓之３#汐止區康寧街７５１巷９號４樓之３,住宅大樓(11層含以上有電梯),日月光,85.76%,F,1ftCPHx59sl1TCuVTorDIhvQss5zmvokDklTVTp7Ke8=,,113/07/25,有,,四層/二十四層,,28,1161,2,1,1,25.07490595890003,121.63758886411597,有,,總價/總面積,陽台外推;,"248,731",N,bt_05.png,住家用,1,161,,69.15,1ftCPHx59sl1TCuVTorDIhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"17,200,000",1,Biz,2,4房2廳2衛
住,,汐止區明峰街０００９號二樓#汐止區明峰街９號二樓,住宅大樓(11層含以上有電梯),迎東湖,51.09%,F,d7yKn5YbdSTHpT9XQv1FchvQss5zmvokDklTVTp7Ke8=,180,113/07/04,有,60.77%,二層/十八層,,9,1162,1,1,1,25.071106330845602,121.63522000024825,有,,(總價-車位總價)/(總面積-車位總面積),,"491,339",N,bt_05.png,住家用,1,45,,58.58,d7yKn5YbdSTHpT9XQv1FchvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"26,000,000",1,Biz,2,3房2廳2衛
商,,汐止區連興街００５６號２樓#汐止區連興街５６號２樓,住宅大樓(11層含以上有電梯),國泰環翠天廈E座住戶,64.56%,F,7D74x9pWh+v1T9YQFNh6VhvQss5zmvokDklTVTp7Ke8=,,113/07/16,有,,二層/二十六層,,28,1163,1,1,0,25.06317052886328,121.65399118594631,有,,總價/總面積,,"597,408",N,bt_05.png,住家用,1,40,,25.95,7D74x9pWh+v1T9YQFNh6VhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"15,500,000",1,Biz,2,2房2廳1衛
住,,汐止區大同路二段０２６９號２４樓#汐止區大同路二段２６９號２４樓,住宅大樓(11層含以上有電梯),甲山林天廈,82.30%,F,0veD1vox2CZcZLDGA/oheRvQss5zmvokDklTVTp7Ke8=,,113/07/09,有,,二十四層/二十四層,,29,1164,1,1,0,25.06680433064227,121.65294991351067,有,,總價/總面積,部份梯間併入主建物使用.,"505,610",N,bt_05.png,住家用,1,116,,23.04,0veD1vox2CZcZLDGA/oheRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"11,650,000",1,Biz,2,2房1廳1衛
,乙種建築用地,汐止區國興街０２８巷００１６號#汐止區國興街２８巷１６號,透天厝,,,F,,,113/07/16,無,,全/四層,,16,1165,1,1,0,25.0452378302066,121.623234151099,有,,總價/總面積,其他增建;,,N,bt_02.png,住家用,1,12,,93.72,S8wZ0XTbskaKY43PnarHghvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"45,000,000",1,Biz,2,4房4廳5衛
住,,汐止區水源路一段２９１巷０００１號八樓之１#汐止區水源路一段２９１巷１號八樓之１,住宅大樓(11層含以上有電梯),璞緻,49.72%,F,U0I3Kn6bAAh0OpiM1hQg3hvQss5zmvokDklTVTp7Ke8=,,113/07/27,有,61.40%,八層/十一層,,15,1166,1,1,1,25.058509339187328,121.65462058019627,有,,總價/總面積,,"492,063",N,bt_05.png,住家用,1,42,,45.73,U0I3Kn6bAAh0OpiM1hQg3hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"22,500,000",1,Biz,2,2房2廳2衛
住,,汐止區福德一路０１１１之３號十四樓#汐止區福德一路１１１之３號十四樓,住宅大樓(11層含以上有電梯),長堤,54.19%,F,26/9th377WIjWJ8tsOMJCBvQss5zmvokDklTVTp7Ke8=,230,113/07/27,有,63.06%,"十四層,夾層/十四層",,16,1167,1,1,1,25.067384624583234,121.63783736844195,有,,(總價-車位總價)/(總面積-車位總面積),陽台外推;夾層;其他增建;,"566,119",N,bt_05.png,住家用,1,88,,66.81,26/9th377WIjWJ8tsOMJCBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"34,800,000",1,Biz,2,6房3廳3衛
住,,汐止區汐萬路一段０１９６號#汐止區汐萬路一段１９６號,華廈(10層含以下有電梯),捷運年代,60.81%,F,FxSiePue8YxREwDZQ38WnRvQss5zmvokDklTVTp7Ke8=,,113/07/28,有,,一層/十層,,13,1168,1,1,0,25.072286543069378,121.65243380537056,有,,總價/總面積,陽台外推;夾層;,"437,441",N,bt_06.png,住家用,1,41,,28.23,FxSiePue8YxREwDZQ38WnRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,350,000",1,Biz,2,4房2廳2衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００２之１號５樓#汐止區湖前街１１０巷９７弄２之１號５樓,住宅大樓(11層含以上有電梯),水蓮山莊,68.16%,F,l5deFQpsKn/JCXadF56VwRvQss5zmvokDklTVTp7Ke8=,60,113/07/28,有,86.23%,五層/二十五層,,25,1169,8,1,1,25.076869558224182,121.63230567274802,有,,(總價-車位總價)/(總面積-車位總面積),其他增建;,"361,144",N,bt_05.png,住家用,1,295,,35.56,l5deFQpsKn/JCXadF56VwRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,750,000",1,Biz,2,2房2廳1衛
住,,汐止區明峰街０００４號３樓#汐止區明峰街４號３樓,華廈(10層含以下有電梯),,76.36%,F,,,113/07/30,有,,三層/七層,,31,1170,1,1,0,25.071312426851986,121.63557790296589,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"343,369",N,bt_06.png,住家用,1,20,,23.30,eG/kwEz2Zw07wY+z+83PYhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,000,000",1,Biz,2,2房1廳1衛
住,,汐止區明峰街０１３６號三樓之１#汐止區明峰街１３６號三樓之１,住宅大樓(11層含以上有電梯),潤泰明峰,45.11%,F,Q3PQNgk9MnbMtPG9Joe83BvQss5zmvokDklTVTp7Ke8=,240,113/07/19,有,56.92%,三層/二十二層,,8,1171,1,1,1,25.071031002311507,121.62958948629988,有,,(總價-車位總價)/(總面積-車位總面積),,"621,488",N,bt_05.png,住家用,1,50,,51.97,Q3PQNgk9MnbMtPG9Joe83BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"28,000,000",1,Biz,2,2房2廳2衛
住,,汐止區湖前街０３１巷００２弄０００２號６樓#汐止區湖前街３１巷２弄２號６樓,住宅大樓(11層含以上有電梯),文普湖前大地,65.36%,F,9eHsCeqse4a4BdnJi/ZoQBvQss5zmvokDklTVTp7Ke8=,,113/07/06,有,,六層/十一層,,27,1172,1,1,0,25.069522368234637,121.63194084711019,有,,總價/總面積,陽台外推;夾層;,"588,463",N,bt_05.png,住家用,1,46,,26.00,9eHsCeqse4a4BdnJi/ZoQBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"15,300,000",1,Biz,2,4房2廳2衛
住,,汐止區大同路三段０６１５號１３樓之４#汐止區大同路三段６１５號１３樓之４,住宅大樓(11層含以上有電梯),摩天鎮,68.35%,F,krwa381cWXoWKxRNbZ21vhvQss5zmvokDklTVTp7Ke8=,,113/07/10,有,,十三層/三十二層,,25,1173,1,1,0,25.075148285704238,121.68257299434447,有,,總價/總面積,其他增建;,"280,109",N,bt_05.png,住家用,1,115,,28.10,krwa381cWXoWKxRNbZ21vhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"7,870,000",1,Biz,2,3房2廳2衛
其他,,汐止區大同路二段０２３６號３樓之４#汐止區大同路二段２３６號３樓之４,住宅大樓(11層含以上有電梯),世貿名人,62.15%,F,7s0Noxpv9lcqmyfUKZIhRhvQss5zmvokDklTVTp7Ke8=,,113/07/27,有,,三層/二十四層,,28,1174,2,1,0,25.065442717056992,121.65463759901061,有,,總價/總面積,花台外推遮雨棚,"574,582",N,bt_05.png,住家用,1,77,,25.76,7s0Noxpv9lcqmyfUKZIhRhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"14,800,000",1,Biz,2,2房2廳2衛
住,,汐止區南興路０８３巷００１６號五樓#汐止區南興路８３巷１６號五樓,公寓(5樓含以下無電梯),,91.35%,F,,,113/07/30,無,,五層/五層,,35,1175,2,1,0,25.05910194284258,121.65330553827457,有,,總價/總面積,,"315,484",N,bt_01.png,住家用,1,56,,32.33,TAi1OJLt2BVTd4hlXzfOfhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,200,000",1,Biz,2,3房2廳2衛
,乙種建築用地,汐止區宜興街００１２號三樓#汐止區宜興街１２號三樓,公寓(5樓含以下無電梯),,100.00%,F,,,113/07/28,無,,三層/四層,,51,1176,1,1,0,25.041408947965905,121.62132202221834,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"322,631",N,bt_01.png,住家用,1,11,,31.46,IqaC7AXTDPo/Opg76xGrnxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,150,000",1,Biz,2,3房2廳1衛
住,,汐止區汐碇路０００７號五樓#汐止區汐碇路７號五樓,住宅大樓(11層含以上有電梯),翠御,52.24%,F,RLfFtf0nxbbf0HOvAIzcgBvQss5zmvokDklTVTp7Ke8=,,113/07/31,有,,五層/十一層,,6,1177,1,1,1,25.05836163294522,121.65331152420475,有,,總價/總面積,,"505,874",N,bt_05.png,住家用,1,52,,45.47,RLfFtf0nxbbf0HOvAIzcgBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"23,000,000",1,Biz,2,3房1廳2衛
住,,汐止區康寧街０８３巷００３１號３樓#汐止區康寧街８３巷３１號３樓,公寓(5樓含以下無電梯),,83.39%,F,,,113/07/23,無,,三層/五層,,34,1178,1,1,0,25.067360763599773,121.62002555808405,無,,總價/總面積,,"88,284",N,bt_01.png,住家用,1,81,,37.38,pBhgaBbL/LUNQMnVsin1kRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"3,300,000",1,Biz,2,3房1廳2衛
其他,,汐止區康寧街７５１巷００１３號１９樓之５#汐止區康寧街７５１巷１３號１９樓之５,住宅大樓(11層含以上有電梯),日月光,84.27%,F,kRfh/epQ1kYOuyS0/7RZ/hvQss5zmvokDklTVTp7Ke8=,,113/07/10,有,,十九層/二十三層,,28,1179,2,1,0,25.07490595890003,121.63758886411597,有,,總價/總面積,,"377,775",N,bt_05.png,住家用,1,161,,37.59,kRfh/epQ1kYOuyS0/7RZ/hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"14,200,000",1,Biz,2,3房2廳2衛
住,,汐止區福德一路００８８號九樓#汐止區福德一路８８號九樓,住宅大樓(11層含以上有電梯),捷運喜來登二期,52.25%,F,3o2764AvdOOR+1NuM/S+QRvQss5zmvokDklTVTp7Ke8=,,113/07/05,有,63.97%,九層/十三層,,17,1180,1,1,1,25.068369198357345,121.63771361169402,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"81,838",N,bt_05.png,住家用,1,48,,61.10,3o2764AvdOOR+1NuM/S+QRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"5,000,000",1,Biz,2,4房2廳2衛
商,,汐止區仁愛路１１９巷００１６號４樓#汐止區仁愛路１１９巷１６號４樓,公寓(5樓含以下無電梯),,86.94%,F,,,113/07/08,無,,四層/四層,,44,1181,1,1,0,25.06429828244104,121.66230310924476,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"445,223",N,bt_01.png,住家用,1,11,,13.48,tbtg0Y1smA7wc5np0ggksRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"6,000,000",1,Biz,2,3房2廳1衛
住,,汐止區樟樹二路３３０巷００１８號#汐止區樟樹二路３３０巷１８號,華廈(10層含以下有電梯),綠園道,56.52%,F,QwiHnE4WKIOC9g8UFxDNnhvQss5zmvokDklTVTp7Ke8=,150,113/07/05,有,74.23%,一層/八層,,25,1182,1,1,1,25.069938248601375,121.64232094852156,有,,(總價-車位總價)/(總面積-車位總面積),陽台外推;其他增建;,"417,716",N,bt_06.png,住家用,1,66,,51.88,QwiHnE4WKIOC9g8UFxDNnhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"18,000,000",1,Biz,2,3房2廳2衛
住,,汐止區南興路００９７號六樓#汐止區南興路９７號六樓,住宅大樓(11層含以上有電梯),品美學,46.71%,F,dOiAjOW4fXQmsTAcbQy8ExvQss5zmvokDklTVTp7Ke8=,,113/07/18,有,,六層/十三層,,6,1183,1,1,0,25.058857712250315,121.65341326636891,有,,總價/總面積,露台，夾層其他增建;,"629,901",N,bt_05.png,住家用,1,32,,25.08,dOiAjOW4fXQmsTAcbQy8ExvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"15,800,000",1,Biz,2,2房1廳1衛
住,,汐止區中興路０１７３號八樓#汐止區中興路１７３號八樓,住宅大樓(11層含以上有電梯),隱馥玉,43.60%,F,52ln0laG5bx/WbLNJRS++BvQss5zmvokDklTVTp7Ke8=,,113/07/10,有,55.13%,八層/十五層,,8,1184,1,1,1,25.066323465368363,121.63052686819564,有,,總價/總面積,陽台外推;,"512,959",N,bt_05.png,住家用,1,58,,39.38,52ln0laG5bx/WbLNJRS++BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"20,200,000",1,Biz,2,3房2廳2衛
住,,汐止區新台五路二段０７０巷００２５號四樓#汐止區新台五路二段７０巷２５號四樓,公寓(5樓含以下無電梯),,85.94%,F,,,113/07/31,無,,四層/四層,,44,1185,1,1,0,25.064796623901145,121.6618994108457,無,,總價/總面積,陽台外推;頂樓加蓋;,"414,833",N,bt_01.png,住家用,1,12,,24.83,BMm1EbnKAkzQZjIuG102ABvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"10,300,000",1,Biz,2,7房7衛
其他,,汐止區康寧街０６２９號１４樓#汐止區康寧街６２９號１４樓,住宅大樓(11層含以上有電梯),濱湖大第,49.13%,F,C5Y9IiVAkMhVYCKeiQj3DBvQss5zmvokDklTVTp7Ke8=,,113/07/26,有,67.55%,十四層/十八層,,28,1186,2,1,1,25.072397904394403,121.6371892977381,有,,總價/總面積,,"341,279",N,bt_05.png,住家用,1,78,,43.92,C5Y9IiVAkMhVYCKeiQj3DBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"14,990,000",1,Biz,2,3房2廳2衛
